sample,0,1,2,3,4,5,6,7,8,9
SAMPLE 2264,-0.41082454,0.5086674,0.2869987,-0.057473157,-1.1057968,-1.0503293,-0.19931445,-0.0015626382,1.5077646,0.5546071
SAMPLE 2265,-0.33348015,0.31946766,-0.14523533,-0.38501626,-0.51280606,-0.21537575,0.44397315,-0.10711728,1.441807,-0.23456277
SAMPLE 2266,-0.3138823,0.355103,-0.3020169,-0.66844887,-0.7119681,-0.030635105,0.26967764,-0.17747027,0.9969313,-0.029914523
SAMPLE 2267,-0.30630177,0.37267083,-0.2785248,-0.6695118,-0.7473585,-0.0233761,0.34698126,-0.17494087,1.0498798,0.006860561
SAMPLE 2268,-0.37015384,0.48661786,0.24763873,-0.3899473,-1.0201744,-0.91212595,-0.2263891,-0.017136194,1.50862,0.4113622
SAMPLE 2269,-0.3071174,0.17534761,-0.4374807,-0.052343655,-0.81106305,-0.08923859,0.20613316,-0.19469593,1.0411255,0.08105302
SAMPLE 2270,-0.36289576,0.3769462,-0.07876711,-0.69034773,-0.6844167,0.27604473,0.40228572,-0.21258019,0.9256354,-0.13945034
SAMPLE 2271,-0.3474678,0.36934695,-0.024546184,-0.775311,-0.7111295,0.30532578,0.37448442,-0.22466692,0.9829058,-0.12169936
SAMPLE 2272,-0.34078324,0.46788576,-0.064896785,-0.6383413,-0.84813225,0.2090129,0.5239625,-0.218429,0.97109365,-0.096489765
SAMPLE 2273,0.23444965,0.96791965,0.50882643,-0.3434025,0.36474088,-0.1942235,0.35487098,-0.57387555,1.356849,0.853362
SAMPLE 2274,-0.20278093,0.27146807,-0.44339707,-0.3559238,-0.7843739,-0.76594895,0.43282273,-0.13529132,1.3440225,-0.13571039
SAMPLE 2275,-0.30412138,0.06077992,-0.5349589,0.23995341,-0.6389605,-0.4469829,0.36748543,-0.08292132,0.64602757,0.06671823
SAMPLE 2276,-0.33528253,0.083638966,-0.4430021,0.05571477,-0.894005,-0.46378446,0.20520698,-0.06918001,0.99010277,0.021276914
SAMPLE 2277,-0.2605105,0.18974167,-0.4910804,-0.1300011,-0.93526274,-0.62887204,0.39106604,-0.13907954,1.0856771,-0.085996926
SAMPLE 2278,-0.33289942,0.112375155,-0.5287179,-0.029123638,-1.0190371,-0.7097887,0.42985415,-0.10173911,1.1650249,-0.009923907
SAMPLE 2279,-0.3036173,0.064198904,-0.4680489,0.070478976,-0.80875623,-0.4518529,0.24216527,-0.098142676,0.9066095,0.045400884
SAMPLE 2280,-0.29673764,0.2412719,-0.3839673,-0.1298241,-1.2010624,-0.7371468,0.5115287,-0.11322814,1.0968678,0.030582454
SAMPLE 2281,-0.29853466,0.29790363,-0.33589357,-0.8275682,-1.1584109,-0.19810386,0.33654162,-0.100700974,0.8689471,-0.055200633
SAMPLE 2282,-0.25333804,0.20013416,-0.4914586,0.05463635,-1.1070533,-1.0454987,0.43247277,-0.09684128,1.2020351,-0.097837694
SAMPLE 2283,-0.31545848,0.24967334,-0.46017894,-0.6379086,-1.2438414,-0.39078727,0.38804206,-0.09160621,0.8597129,-0.041566335
SAMPLE 2284,-0.24175465,0.20910342,-0.40339008,-0.22638534,-1.111473,-0.90289855,0.3930407,-0.080437124,1.2183468,0.014315505
SAMPLE 2285,-0.40566555,0.4556088,0.16245317,-0.136011,-1.0740312,0.32817507,0.56667787,-0.23950174,1.1274849,-0.04037871
SAMPLE 2286,-0.30023926,0.15758917,-0.49075878,0.04968686,-0.96120834,-0.48179373,0.29874194,-0.15670317,1.2024739,0.008797674
SAMPLE 2287,-0.18170753,0.29550487,-0.39433163,0.397962,-0.76170015,-0.46584007,0.08553376,-0.23315066,1.0180576,0.07377978
SAMPLE 2288,0.2897407,1.0522085,0.4642262,-0.44309118,0.29371312,-0.12690765,0.28185266,-0.6021688,1.2815628,0.7000366
SAMPLE 2289,-0.2995233,0.29460463,-0.29467383,-0.73395216,-0.9586645,-0.23363718,0.09725043,-0.110261045,1.0759274,-0.032097638
SAMPLE 2290,-0.39203358,0.54460263,0.34895056,-0.15086553,-1.0591394,-0.7924563,-0.316192,-0.046164513,1.4422079,0.47543144
SAMPLE 2291,-0.3833586,0.58032006,0.15721337,0.08326047,-1.1395743,-0.8297046,-0.23874158,-0.010386447,1.3039936,0.42188868
SAMPLE 2292,-0.33867005,0.19748496,-0.22823207,0.20027624,-0.6837852,-0.11462127,0.0040490446,-0.17723253,1.1718129,0.27306896
SAMPLE 2293,-0.21816559,0.21641132,-0.57313365,0.0023760474,-0.79601705,-0.5164349,0.36027402,-0.19917975,1.035155,-0.007135572
SAMPLE 2294,-0.18915418,0.2434465,-0.60533535,-0.036174737,-0.6853053,-0.42554393,0.27155143,-0.20556203,1.0397121,-0.08453776
SAMPLE 2295,-0.27636138,0.19866712,-0.46273094,0.028056469,-0.7583447,-0.3587022,0.39560157,-0.14121619,1.0217048,-0.10454863
SAMPLE 2296,-0.40360603,0.490098,0.16768159,-0.16336688,-1.0010258,-1.1044912,-0.13396157,-0.028793303,1.4708492,0.5200066
SAMPLE 2297,-0.3210575,0.28077027,-0.19223379,-0.5613023,-0.95071733,-0.27342796,0.1587173,-0.090907685,1.3371322,-0.0148514155
SAMPLE 2298,-0.30918446,0.2545578,-0.31028134,-0.70672214,-0.7986413,-0.15543659,-0.02266418,-0.12976314,1.057474,-0.013258948
SAMPLE 2299,-0.36586517,0.48901647,0.22172603,-0.36693472,-0.9926738,-0.89525825,-0.17679712,-0.036776416,1.4982109,0.44333816
SAMPLE 2300,-0.32903528,0.40209743,-0.18425122,0.08121509,-1.0781579,0.1901255,0.30398756,-0.24810462,0.41819704,-0.099975586
SAMPLE 2301,-0.21708316,0.24753933,-0.488865,-0.1465983,-0.886917,-0.2984807,0.3479793,-0.17956881,0.9923667,-0.06541249
SAMPLE 2302,-0.38881782,0.22062111,-0.1990016,-0.9706139,-0.60493785,-0.044505082,0.23513058,-0.05832441,1.0815023,-0.091939054
SAMPLE 2303,-0.15038903,0.62856627,-0.1178263,0.24722934,-1.3276554,-0.14645074,0.6648706,-0.46486726,0.4916673,0.0915128
SAMPLE 2304,-0.3989353,0.517304,0.29396996,-0.251995,-1.0233092,-1.0172595,-0.15057166,-0.008817151,1.5450457,0.49520224
SAMPLE 2305,-0.36751673,0.4009021,0.7660727,-0.513139,-0.4484155,0.59025705,0.44650257,-0.24449779,0.9394663,0.21948709
SAMPLE 2306,-0.26263088,0.13573247,-0.50290924,0.027996866,-0.78925955,-0.5186737,0.2630861,-0.15472744,1.0442555,-0.06630385
SAMPLE 2307,-0.23579477,0.1752659,-0.5027978,-0.03474445,-1.0256269,-0.95254207,0.425161,-0.10829751,1.1783551,-0.055883374
SAMPLE 2308,-0.25319272,0.16053058,-0.43707258,-0.45091382,-1.0015769,-0.7677288,0.40277144,-0.08938412,1.2034391,-0.08080385
SAMPLE 2309,-0.37921786,0.1082645,-0.48937738,0.29430613,-0.84039783,-0.6064153,0.2569335,-0.07123447,0.92401594,0.15701823
SAMPLE 2310,-0.35967207,0.11014737,-0.36801532,-0.021222128,-0.8776403,-0.30705988,0.20714527,-0.073310144,1.0963988,0.111369155
SAMPLE 2311,-0.30146062,0.09011589,-0.49505287,0.080439545,-0.86161435,-0.52653027,0.32707334,-0.09231673,0.95367765,0.022666892
SAMPLE 2312,-0.24922529,0.16875516,-0.47087568,0.018190913,-1.0707268,-0.98683023,0.4339575,-0.10459884,1.1376896,-0.039572198
SAMPLE 2313,-0.29729092,0.15421452,-0.45063105,-0.025314212,-1.1429514,-0.8776061,0.49128076,-0.076821186,1.2002541,-0.019521754
SAMPLE 2314,-0.4305956,0.4668643,0.20328811,-0.30359387,-1.0011414,-0.78958875,-0.25880173,0.006039813,1.3929768,0.4710471
SAMPLE 2315,-0.41050443,0.55287665,0.27610493,-0.26481372,-1.1339195,-0.7701374,-0.13921499,-0.017258177,1.4525067,0.4784575
SAMPLE 2316,-0.42393568,0.4610644,0.3381766,-0.35602933,-1.064506,-1.0078926,-0.30438566,0.032197956,1.467283,0.50562304
SAMPLE 2317,-0.44471982,0.5247107,0.3497969,-0.12905098,-1.1937292,-1.1496584,-0.04375355,0.068588726,1.5354981,0.54851085
SAMPLE 2318,-0.3905058,0.4882395,0.2700205,-0.29832992,-1.11358,-1.0605426,-0.033778355,0.0073530637,1.4294758,0.46668378
SAMPLE 2319,-0.35833654,0.33635476,0.9080031,-0.5971992,-0.3440844,0.6306793,0.28908202,-0.25061724,0.7064534,0.16836514
SAMPLE 2320,-0.27644205,0.09859893,-0.6122202,0.089105,-0.85709566,-0.5401789,0.29491547,-0.114078015,0.9921405,-0.081619486
SAMPLE 2321,-0.24085529,0.22417103,-0.53361934,-0.021077137,-0.88608855,-0.5561587,0.39917195,-0.16657749,1.1746389,-0.107106954
SAMPLE 2322,-0.3060235,0.30426496,-0.36603823,-0.8198129,-1.31365,-0.2250011,0.36410964,-0.114236094,0.84103394,-0.029631795
SAMPLE 2323,-0.34636497,0.10691742,-0.54527193,0.08572531,-0.95452887,-0.6382739,0.29825675,-0.081074156,1.0951933,0.066921145
SAMPLE 2324,-0.23064455,0.20292716,-0.56539005,0.075513706,-0.81241006,-0.4658143,0.28174287,-0.1661128,1.0601308,-0.11451179
SAMPLE 2325,-0.36616272,0.17987004,-0.136155,-1.0706686,-0.42275083,-0.04825903,0.12091402,-0.076739244,1.1175036,-0.13203548
SAMPLE 2326,-0.32976913,0.46066347,-0.052956175,-0.549619,-1.1593394,-0.052833036,0.4471558,-0.20169058,1.0500379,-0.029586233
SAMPLE 2327,-0.30119172,0.39885262,-0.119756706,-0.5699517,-0.95649654,0.10791773,0.284391,-0.20464677,0.88160306,-0.076984406
SAMPLE 2328,-0.2671337,0.28733024,-0.12440383,0.06925587,-0.7975026,0.31121975,0.20735961,-0.21395308,0.32242703,-0.06897883
SAMPLE 2329,-0.31515747,0.3907189,-0.16111277,-0.024626132,-1.2188615,0.16203727,0.29427427,-0.30291483,0.5045445,-0.080087565
SAMPLE 2330,-0.32549265,0.296421,-0.22063,-0.6498978,-0.9051922,-0.24842453,0.026482183,-0.16586374,1.2254492,0.09533407
SAMPLE 2331,-0.29643005,0.22381936,-0.44797233,0.14851367,-0.731226,-0.48251,0.33657923,-0.17270206,1.0979611,0.0666342
SAMPLE 2332,-0.21202481,0.2937864,-0.49113393,-0.061567962,-0.92516154,-0.47996527,0.25456107,-0.216056,1.1580635,-0.07824656
SAMPLE 2333,-0.22295319,0.18572687,-0.47112635,0.21728085,-0.7543018,-0.7680641,0.36740655,-0.18676285,0.8507881,-0.04656021
SAMPLE 2334,-0.19959766,0.14431822,-0.49144337,-0.14528519,-0.97547126,-0.7911749,0.38697878,-0.15381607,1.2047025,-0.10638904
SAMPLE 2335,-0.3221094,0.30749416,-0.36552393,-0.6841477,-1.1511965,-0.2821236,0.34205687,-0.115848295,0.9403051,0.013450011
SAMPLE 2336,-0.2869213,0.27970025,-0.36766362,-0.69962287,-1.1544747,-0.21583804,0.3346695,-0.11868693,0.887382,-0.057130247
SAMPLE 2337,-0.42791143,0.098213,-0.27395922,0.12697496,-0.61331314,0.02486641,-0.0405196,-0.11073576,1.2379355,0.30654433
SAMPLE 2338,0.07655823,0.5369121,-0.17943081,0.35696402,-0.5745464,-0.15889974,-0.019253448,-0.43864232,1.1453263,-0.13857055
SAMPLE 2339,-0.43935585,0.46627393,0.41693348,-0.33834568,-1.121101,-1.0476708,-0.11722878,-0.00053958746,1.5291553,0.47900352
SAMPLE 2340,-0.45893618,0.44799697,0.24655546,0.06454464,-1.0459589,-0.9362177,-0.24605332,0.050351202,1.321001,0.572003
SAMPLE 2341,-0.46400172,0.5731925,0.26251408,-0.24001656,-1.2024612,-0.88937664,-0.18818124,0.011878001,1.4106839,0.47782776
SAMPLE 2342,-0.4033554,0.5478715,0.24547277,-0.23770629,-1.0609697,-0.9483797,-0.18439049,0.029333137,1.462596,0.4746587
SAMPLE 2343,-0.4164654,0.55465865,0.16833892,0.09259146,-1.2412933,-0.73599786,-0.18550564,-0.020327805,1.326269,0.4641058
SAMPLE 2344,-0.42096636,0.0074538477,-0.45629862,0.2939474,-0.92828447,-0.4905864,0.21034771,-0.04225382,1.00248,0.034858894
SAMPLE 2345,-0.30087528,0.34863243,-0.08871248,-0.92415893,-0.33888617,-0.26865062,0.3094365,-0.15561639,1.3362662,-0.0697728
SAMPLE 2346,0.5278511,0.50647926,0.32836002,0.67105114,-0.80573404,-0.32972065,-0.23383729,-0.6098102,0.96651465,-0.23730299
SAMPLE 2347,-0.2601679,0.37169078,-0.18529081,-0.25085688,-1.0344434,-0.118157625,0.32216135,-0.19809757,1.1634027,-0.13619998
SAMPLE 2348,-0.33574843,0.40603015,0.066266365,-0.0035192785,-0.60336125,-0.4117834,0.57526755,-0.10846135,1.6229099,-0.05602559
SAMPLE 2349,-0.44274738,0.4331846,0.011904931,0.009992731,-0.8710018,-1.1292523,-0.2067738,-0.016865721,1.4561591,0.60397685
SAMPLE 2350,-0.21634747,0.6995059,-0.02880025,0.25304192,-1.4960861,-0.088846415,0.669767,-0.45494434,0.7127867,0.078664884
SAMPLE 2351,-0.43022692,0.48015168,0.3286734,-0.27196923,-0.9395356,-0.9668402,-0.2231342,0.0136442995,1.5146847,0.47771052
SAMPLE 2352,-0.38760263,0.4263157,1.1842645,-0.40206113,-0.7144679,0.037863832,0.30833167,-0.18420362,1.1731209,0.24881142
SAMPLE 2353,0.2783371,0.9563564,0.32378134,-0.48211268,0.27979562,-0.011335874,0.11421232,-0.6234312,1.1393377,0.6490125
SAMPLE 2354,-0.22552222,0.67215174,0.5996995,0.067803234,-1.3471704,-0.23695539,0.81297636,-0.2916837,1.2760594,0.14435257
SAMPLE 2355,-0.046709523,0.6733481,0.48516613,-0.5626409,-1.0431159,-0.17395662,0.36366224,-0.45824167,1.2150478,-0.17252842
SAMPLE 2356,-0.22586685,0.2162375,-0.55804974,-0.121019535,-0.9310698,-0.67976695,0.32207426,-0.14012253,1.1460721,-0.11710347
SAMPLE 2357,-0.054494232,0.37985078,-0.3311905,0.14287092,-0.452025,-0.25279438,0.02278059,-0.36026183,1.1577438,-0.07373266
SAMPLE 2358,-0.26337007,0.13452038,-0.5835472,0.015362761,-0.7967802,-0.6962373,0.4259617,-0.15392262,1.0882199,-0.106546246
SAMPLE 2359,-0.29193985,0.34214163,-0.080596656,-0.06899414,-0.4776579,-0.21489888,0.4180805,-0.16827875,1.3796208,-0.1377507
SAMPLE 2360,-0.2972825,0.25926015,-0.29110357,-0.7077239,-0.8259302,-0.17523304,-0.00059431954,-0.17229004,1.0475966,0.046590935
SAMPLE 2361,-0.26035693,0.16165273,-0.5032364,0.036809854,-0.7446927,-0.35577968,0.2707658,-0.18018278,0.81669223,0.015156016
SAMPLE 2362,-0.3350267,0.46005982,-0.21891557,-0.5771077,-0.44391072,0.4125659,0.5727564,-0.2423352,0.7816423,-0.08964971
SAMPLE 2363,-0.4671012,0.5908963,0.2966141,-0.16592632,-1.1268902,-0.9529009,-0.24600877,0.045682374,1.5493171,0.5313094
SAMPLE 2364,-0.2736187,0.18378496,-0.24633773,-0.5977011,-0.6627745,-0.05246871,0.0036619587,-0.15273891,1.0664917,-0.13884552
SAMPLE 2365,-0.38281518,0.3151534,0.08137171,0.1397074,-0.61204684,-0.22047941,0.5194833,-0.05329909,1.4344654,-0.10588263
SAMPLE 2366,-0.2426989,0.25381163,-0.5154531,0.0234568,-0.8528058,-0.7609143,0.33139294,-0.16505343,1.2107884,0.00773872
SAMPLE 2367,-0.2829436,0.3678149,-0.26683784,-0.9054182,-1.1153686,-0.1843683,0.2605878,-0.16317219,0.9986165,-0.01259756
SAMPLE 2368,-0.4108089,0.2339391,1.1072528,-0.7050263,-0.7643926,0.10393292,0.09441955,-0.08814388,1.0060257,0.07054258
SAMPLE 2369,-0.4045103,0.28426653,1.1323768,-0.56689817,-0.7044345,0.18199879,0.10763314,-0.16428222,0.88638026,0.09889574
SAMPLE 2370,-0.4110739,0.27324516,1.1593927,-0.65162486,-0.7281708,0.114569165,0.11551736,-0.12310283,0.99899983,0.12669364
SAMPLE 2371,-0.23508506,0.24303702,-0.4505137,-0.27928203,-0.91038173,-0.51217514,0.2546657,-0.17533623,1.1946123,-0.09807586
SAMPLE 2372,-0.34573895,0.16933313,-0.26643425,-0.75950843,-0.610286,-0.3622849,-0.17457828,-0.13839307,1.2372955,0.07703454
SAMPLE 2373,-0.26645195,0.48663133,1.0737596,-0.10529477,-0.57357633,0.32672867,-0.08549744,-0.25993076,0.69172347,0.23596054
SAMPLE 2374,-0.36290735,0.3253382,1.191641,-0.5882727,-0.76408035,0.035766628,0.11555855,-0.17213653,1.0428241,0.15697813
SAMPLE 2375,-0.46075213,0.26337606,1.1383512,-0.6777651,-0.72908956,0.18798594,0.07632007,-0.10863005,0.9751838,0.048153438
SAMPLE 2376,-0.4132366,0.31506085,1.2022771,-0.55222744,-0.71261656,0.14261568,0.10363389,-0.107428804,0.9770848,0.18065266
SAMPLE 2377,-0.43098044,0.23546831,1.1249952,-0.6351544,-0.70865774,0.22493826,0.08680527,-0.1312813,0.93957305,0.076070644
SAMPLE 2378,-0.40467215,0.27632195,1.1603336,-0.4709023,-0.67903525,0.20915508,0.095355764,-0.1229098,0.8763791,0.12546074
SAMPLE 2379,-0.45245004,0.26377288,1.1545537,-0.6673609,-0.7494791,0.12427438,0.07425035,-0.10291834,0.9769016,0.0694864
SAMPLE 2380,-0.42915058,0.23317884,1.1803539,-0.6363133,-0.72008234,0.11258949,0.1169184,-0.114872344,0.9595393,0.09546374
SAMPLE 2381,-0.32184654,0.329922,0.81218386,-0.706377,-0.9472647,-0.024916489,0.09434721,-0.17796813,1.1941223,0.1715096
SAMPLE 2382,-0.41836047,0.3418271,1.2195052,-0.54115313,-0.73183465,0.07169585,0.20474178,-0.13405854,1.0142758,0.20319629
SAMPLE 2383,-0.41829345,0.2476365,1.0725743,-0.66659975,-0.73287827,0.1029424,0.11261692,-0.13387744,1.0119989,0.10231073
SAMPLE 2384,-0.38923407,0.22608556,-0.31021157,-0.4769855,-0.9875297,-0.24045625,0.043696877,-0.0735012,1.22993,0.047566842
SAMPLE 2385,-0.32689813,0.19336654,-0.35840142,-0.45661736,-0.806098,-0.15114816,-0.00837254,-0.12783916,1.1650052,0.031642072
SAMPLE 2386,-0.39093032,0.35761565,0.31899962,-0.21690622,-0.6766025,0.6743096,0.14782017,-0.2797643,0.70237607,0.5134866
SAMPLE 2387,-0.38525328,0.37783483,0.30154562,-0.48100963,-0.7344061,0.55588377,0.17212988,-0.3062337,0.88998836,0.4019938
SAMPLE 2388,-0.46215495,0.2978625,0.50274545,-0.35134226,-0.9224575,0.67727906,0.1902177,-0.22325118,0.9962691,0.58396614
SAMPLE 2389,-0.2229612,0.17266826,-0.521193,0.06820708,-0.76315993,-0.43121973,0.3003116,-0.19438234,0.94247246,-0.061480686
SAMPLE 2390,-0.24608277,0.16297933,-0.43400678,0.05322139,-0.6519628,-0.30845004,0.19418609,-0.18229894,1.0817288,-0.08463947
SAMPLE 2391,-0.37722537,0.45893905,-0.00308543,-0.46617457,-0.92032045,0.309635,0.4283859,-0.21572669,0.69809157,-0.051187173
SAMPLE 2392,-0.37184352,0.42136794,0.16439421,-0.47338158,-0.90245366,-0.7760889,-0.09067798,-0.06159348,1.418937,0.38379216
SAMPLE 2393,-0.44144845,0.5559434,0.33469003,-0.30820525,-1.0685995,-0.83627254,-0.22125433,-0.0021301974,1.5070632,0.5023935
SAMPLE 2394,-0.28516555,0.30414367,-0.23849832,-0.76181054,-0.836244,-0.20178393,0.03743291,-0.17919119,1.1153088,0.014612172
SAMPLE 2395,-0.110053234,0.63873947,0.43453652,0.1643095,-1.2016407,-0.084237404,0.74657243,-0.45981842,1.019946,-0.111674525
SAMPLE 2396,-0.2987482,0.26954573,-0.29994717,-0.78019375,-0.8721045,-0.13113555,0.0700342,-0.16552268,1.049211,0.0062159942
SAMPLE 2397,-0.43284327,0.55074036,0.32194507,-0.1836231,-1.146143,-0.92811334,-0.30621478,0.016583046,1.4430476,0.5014548
SAMPLE 2398,-0.3956498,0.26024282,1.1174945,-0.70300007,-0.68851423,0.16703165,0.071374,-0.13639008,0.9325674,0.097352296
SAMPLE 2399,-0.45052645,0.2562497,1.1897397,-0.5594071,-0.73490965,0.17113534,0.08675187,-0.10135155,0.94979095,0.099010766
SAMPLE 2400,-0.40032604,0.2439927,1.1519088,-0.5933272,-0.7290521,0.15175974,0.09997926,-0.1493383,0.9784002,0.10285117
SAMPLE 2401,-0.43620083,0.22307342,1.1602124,-0.6626065,-0.70041966,0.118000284,0.11417134,-0.08660093,0.9564085,0.11017199
SAMPLE 2402,-0.43649042,0.23015101,1.1150403,-0.72481334,-0.7267415,0.18267019,0.08545847,-0.117601186,0.9544332,0.08131905
SAMPLE 2403,-0.40270025,0.32765788,0.23933396,-0.41420448,-0.5892583,0.63671696,0.21223688,-0.22152148,0.62677985,0.20731972
SAMPLE 2404,-0.36746863,0.32156333,0.27310073,-0.2578439,-0.6016185,0.69679695,0.14986905,-0.23545648,0.62041634,0.3688802
SAMPLE 2405,-0.44388053,0.3012552,0.40487736,-0.29900208,-0.8580555,0.6305914,0.25203326,-0.26186526,0.9814555,0.59853107
SAMPLE 2406,-0.4951048,0.29556385,0.5091001,-0.21140072,-0.887104,0.70804363,0.23264876,-0.241844,0.99772733,0.6402299
SAMPLE 2407,-0.4254394,0.27192944,0.45550177,-0.34489438,-0.88531196,0.6961721,0.20642792,-0.2626293,0.9533972,0.47059125
SAMPLE 2408,-0.4250499,0.2993217,0.3993799,-0.25584665,-0.8759745,0.5463312,0.20624827,-0.20132668,0.99923074,0.54710495
SAMPLE 2409,-0.26233873,0.31757692,-0.5524418,-0.034114487,-0.83289087,-0.7823833,0.52087164,-0.18892865,1.2282697,-0.14339639
SAMPLE 2410,-0.44947755,0.483099,0.1473021,-0.6870429,-0.82671124,0.4575977,0.53546655,-0.19817002,0.8600982,-0.07261138
SAMPLE 2411,0.22973372,0.9977269,0.50577223,-0.38246873,0.2228484,-0.13599433,0.17060684,-0.5687093,1.2594608,0.7303489
SAMPLE 2412,-0.30635273,0.21058455,-0.24826908,-0.7277954,-0.6303415,-0.26462826,-0.22364111,-0.15748239,1.1825334,0.029137354
SAMPLE 2413,-0.36476064,0.18918255,-0.2460353,-0.58442384,-0.87028366,-0.19265288,0.023522815,-0.13581085,1.260166,0.080634825
SAMPLE 2414,-0.23204425,0.2487705,-0.44588256,-0.13811655,-0.9839771,-0.6593621,0.37036264,-0.16589639,1.1922158,-0.06949881
SAMPLE 2415,-0.28110757,0.2476687,-0.39366767,-0.74502003,-0.28502503,-0.31585717,-0.02396122,-0.13779506,1.0607097,-0.07022242
SAMPLE 2416,-0.26052997,0.25986925,-0.52371925,0.08978269,-0.93156934,-0.9265687,0.36883414,-0.087960646,1.2411916,-0.044977423
SAMPLE 2417,-0.27078533,0.124847814,-0.55697936,0.09186048,-0.82657886,-0.49475235,0.21494947,-0.1530885,1.0553831,0.028499953
SAMPLE 2418,-0.2903754,0.3155613,-0.2319805,-0.7064884,-0.8857518,-0.08170904,0.10526179,-0.18232134,1.0409504,0.018756349
SAMPLE 2419,-0.33960035,0.3190512,-0.17327659,-0.37841493,-0.96402115,-0.19179963,0.16802585,-0.14880149,1.2336975,0.10347773
SAMPLE 2420,-0.32987806,0.5415624,0.10004135,0.1331397,-1.0106803,-0.7340589,-0.16765654,-0.052465007,1.3465825,0.3886517
SAMPLE 2421,0.21917215,0.88004225,0.4089943,-0.5630061,0.28992718,0.13450567,0.11444691,-0.5318584,1.0696287,0.6409942
SAMPLE 2422,-0.4283652,0.43419096,-0.06670831,-0.20938087,-0.824977,0.4071839,0.53456366,-0.20433669,1.06456,-0.057078358
SAMPLE 2423,-0.290032,0.5595174,-0.1531334,0.17277266,-0.7881934,-0.5653245,-0.2191568,-0.13021784,1.2620709,0.3671781
SAMPLE 2424,-0.25128186,0.22592953,-0.46327055,-0.027775437,-0.8510834,-0.3457651,0.3330237,-0.18329327,1.0782398,-0.011860515
SAMPLE 2425,-0.23616135,0.23975116,-0.44068062,-0.0008568299,-0.76713026,-0.18440746,0.1960351,-0.21814172,0.8818163,0.03623377
SAMPLE 2426,-0.38014895,0.5000652,0.32700837,-0.15933041,-1.12706,-1.1612952,-0.09057178,-0.013727745,1.5392927,0.4964174
SAMPLE 2427,-0.28550982,0.35123807,-0.25283518,-0.7589052,-1.0004219,-0.16179103,0.21264617,-0.15934657,1.0772332,0.014082536
SAMPLE 2428,-0.31126824,0.24693026,-0.21974616,-0.73385113,-0.86272305,-0.25930855,0.06903486,-0.13232999,1.1647547,0.017835243
SAMPLE 2429,-0.32222047,0.20241429,-0.19273068,-0.6931428,-0.6694152,-0.3196888,-0.11136557,-0.1379688,1.2355664,0.08838944
SAMPLE 2430,-0.39828542,0.5537541,0.20266749,-0.18913496,-1.0612831,-0.8884272,-0.12684515,-0.030725352,1.4818647,0.45704278
SAMPLE 2431,-0.37251315,0.61990845,0.17063925,-0.2340134,-1.0848643,-0.8461967,-0.058979947,-0.053276233,1.4461205,0.44403666
SAMPLE 2432,-0.39264145,0.53504497,0.2859379,-0.29850256,-0.97758764,-0.98646957,-0.19165327,-0.06336073,1.4908638,0.45910364
SAMPLE 2433,-0.28277457,0.33218592,-0.23045512,-0.7208587,-0.93644,-0.14432171,0.19622202,-0.15893441,1.0768552,0.010533486
SAMPLE 2434,-0.2324046,0.19648165,-0.49623176,-0.098817885,-0.87246054,-0.3913572,0.34054327,-0.197674,1.035262,-0.18168673
SAMPLE 2435,-0.4129927,0.5225179,0.31517556,-0.21148394,-1.0022708,-1.0562116,-0.11475729,-0.019463837,1.5265356,0.53132164
SAMPLE 2436,0.23551594,0.88323563,-0.101016015,-0.041595995,0.04317671,-0.22856118,0.063411646,-0.58431196,1.0797868,0.63673747
SAMPLE 2437,-0.31963387,0.18304609,-0.28240165,-0.112461284,-0.65077657,-0.025211092,0.08089504,-0.18641299,1.1918389,0.27067208
SAMPLE 2438,-0.31766644,0.11736788,-0.15529111,-0.29402533,-0.62526053,0.05135152,-0.009286547,-0.15065119,1.1539947,0.12764487
SAMPLE 2439,-0.42457125,0.038855642,-0.15683308,-0.035488226,-0.47522458,-0.04250583,0.115621835,-0.11413252,1.4491117,0.31049204
SAMPLE 2440,-0.25759807,0.24373862,-0.56910884,0.09722519,-0.90261704,-1.0819732,0.4088311,-0.17743503,1.3131527,0.030926885
SAMPLE 2441,-0.25850132,0.17110181,-0.5165146,-0.046018705,-0.81001043,-0.23244034,0.2440033,-0.17034347,1.0062762,-0.1306935
SAMPLE 2442,-0.45660043,0.5599502,0.2473788,-0.1766109,-1.0753663,-0.93502367,-0.17373973,0.0126508325,1.5337929,0.497667
SAMPLE 2443,-0.3465424,0.56588966,0.10739176,-0.08091205,-1.1005853,-0.8338424,-0.060698714,-0.09508751,1.3508736,0.4075411
SAMPLE 2444,-0.40408316,0.44030258,0.07206498,0.2445273,-1.1090965,-0.8285903,0.122555114,-0.0872651,1.3411933,0.5057969
SAMPLE 2445,-0.31821287,0.22299361,-0.27836597,-0.71065176,-0.66569996,-0.22741589,-0.0811796,-0.123222016,1.1188215,0.04630847
SAMPLE 2446,-0.29744187,0.5131851,-0.0034104509,-0.36337397,-0.9580418,-0.62136585,-0.07608095,-0.11822351,1.314482,0.29199207
SAMPLE 2447,0.10484847,0.78396124,-0.040461596,-0.18166687,-0.089171015,-0.35693386,0.25071955,-0.45252296,1.3279002,0.66296893
SAMPLE 2448,-0.28489238,0.46301758,-0.24680868,-0.7454495,-0.47805348,0.3931156,0.7038564,-0.22954677,0.8148924,0.01580507
