sample,0,1,2,3,4,5,6,7,8,9
SAMPLE 679,-0.3544476,0.23062347,-0.013616105,-0.80285734,-0.8003276,-0.31238395,0.027240822,-0.108129315,1.2490544,0.10268552
SAMPLE 680,-0.3355347,0.23155664,0.044294704,-0.78288245,-0.8053113,-0.36252743,-0.027693966,-0.1238066,1.2675861,0.10495149
SAMPLE 681,-0.3317742,0.20860848,0.062234562,-0.83145535,-0.8425861,-0.32970044,-0.026140533,-0.12348966,1.2405689,0.097420074
SAMPLE 682,-0.34614053,0.20907877,-0.0066997614,-0.81133014,-0.79649293,-0.34119356,-0.064536594,-0.10847301,1.2415477,0.053479172
SAMPLE 683,-0.33602405,0.37847048,-0.1619911,-0.7641913,-0.7436243,0.3907359,0.9084981,-0.14906009,1.0424173,-0.043304253
SAMPLE 684,-0.2859642,0.36758146,-0.13496782,-0.702903,-0.8180389,0.2899178,0.847087,-0.13724503,1.0662024,0.010514558
SAMPLE 685,-0.33558,0.37534273,-0.10561236,-0.7131421,-0.8840093,0.22764246,0.84042645,-0.12768072,1.0679251,-0.035949405
SAMPLE 686,-0.35831892,0.42703456,-0.11005227,-0.59398985,-0.63610685,0.38302058,1.0311043,-0.16357556,0.9751857,0.028689967
SAMPLE 687,-0.38577503,0.38655666,-0.12724447,-0.6901118,-0.7083775,0.34482202,0.7246014,-0.16022538,0.98064834,-0.035016768
SAMPLE 688,-0.32403162,0.36315322,-0.12264918,-0.76797354,-0.7900627,0.31957975,0.7804585,-0.13615315,0.98845387,-0.04448181
SAMPLE 689,-0.30647346,0.35634196,-0.16624033,-0.791735,-0.9321476,0.18025368,0.68267745,-0.14827335,1.0040056,-0.022987034
SAMPLE 690,-0.36774144,0.3651945,-0.1288512,-0.7265906,-0.88191444,0.26714355,0.8032933,-0.13354956,1.0246941,-0.046143364
SAMPLE 691,-0.37252018,0.3621679,-0.128515,-0.6775737,-0.8813267,0.33986005,0.9247039,-0.14332196,1.0976864,-0.08489869
SAMPLE 692,-0.32575637,0.38494793,-0.09155207,-0.8258493,-0.7989592,0.36697736,0.7778271,-0.1515544,1.0301028,-0.0742835
SAMPLE 693,-0.3394256,0.3856365,-0.15525533,-0.7409111,-0.75288963,0.33221906,0.76371753,-0.16480307,0.9835017,-0.005866845
SAMPLE 694,-0.300847,0.38222915,-0.13207392,-0.791039,-0.82592386,0.29420984,0.7575479,-0.15191191,0.9990496,-0.010854565
SAMPLE 695,-0.33597112,0.34065914,-0.12435249,-0.6464402,-0.77385914,0.35975316,0.80506015,-0.1314438,0.9265268,-0.03431145
SAMPLE 696,-0.3348759,0.3623984,-0.12233803,-0.69849604,-0.7977228,0.35128418,0.761398,-0.14152047,0.9537378,-0.007483676
SAMPLE 697,-0.34260604,0.35984668,-0.15210396,-0.76142573,-0.7526334,0.35824603,0.7618778,-0.13773316,0.98181146,-0.020393774
SAMPLE 698,-0.32510346,0.35175627,-0.11125636,-0.73382705,-0.7159674,0.49512008,0.831693,-0.13356331,0.90139395,-0.08813602
SAMPLE 699,-0.3399416,0.36612967,-0.15408173,-0.791058,-0.77306443,0.43072665,0.7357647,-0.1550502,0.96806526,-0.049486235
SAMPLE 700,-0.33353895,0.3803373,-0.09979625,-0.743113,-0.7179427,0.4379722,0.85046965,-0.14244868,0.9638186,-0.08102562
SAMPLE 701,-0.32501194,0.36971986,-0.1337585,-0.7242223,-0.7275833,0.37511,0.8599383,-0.11767653,0.9611967,-0.043515604
SAMPLE 702,-0.28366625,0.38375682,-0.15365134,-0.78667915,-0.7590331,0.40870708,0.788458,-0.14492041,0.95731956,-0.022592526
SAMPLE 703,-0.3222207,0.35337463,-0.1379179,-0.774388,-0.75623965,0.37094513,0.7686493,-0.14348087,0.9874941,-0.0050831046
SAMPLE 704,-0.3176571,0.3583739,-0.13217166,-0.75562257,-0.7429083,0.35960358,0.8309179,-0.13559602,0.976615,-0.0353576
SAMPLE 705,-0.32328522,0.38109905,-0.13204853,-0.7593078,-0.7760857,0.35453603,0.73998743,-0.18050063,0.9875593,-0.081488684
SAMPLE 706,-0.3163773,0.37324268,-0.1622527,-0.7153227,-0.77725154,0.32933983,0.7218733,-0.14754365,0.9813596,-0.017944673
SAMPLE 707,-0.33085877,0.373718,-0.12861012,-0.6946229,-1.0284357,0.15627328,0.781605,-0.109058835,1.0459602,-0.030363308
SAMPLE 708,-0.36304376,0.3353978,-0.15520217,-0.6676749,-0.78960454,0.2249594,0.6904551,-0.13402674,0.9579572,-0.030422824
SAMPLE 709,-0.34909043,0.37978455,-0.11577042,-0.6779123,-0.91711366,0.22425428,0.81753045,-0.14203052,1.0807014,-0.03911722
SAMPLE 710,-0.33188823,0.35055122,-0.14169161,-0.7152418,-0.73573184,0.3317318,0.77677125,-0.15275805,1.025278,-0.070938624
SAMPLE 711,-0.29893464,0.3939562,-0.06363564,-0.66139513,-0.85216326,0.27264115,0.8969922,-0.1616271,1.0960776,-0.04588243
SAMPLE 712,-0.3154064,0.3763401,-0.131445,-0.6539466,-0.7564941,0.39776114,0.8178011,-0.1768252,1.0043029,-0.07049762
SAMPLE 713,-0.33073083,0.36316314,-0.08292252,-0.72890455,-0.85008323,0.24917333,0.8374053,-0.09160526,1.0755546,-0.01291511
SAMPLE 714,-0.3690296,0.3565609,-0.09447819,-0.37984794,-0.8983614,0.22610821,0.99286836,-0.09361244,1.0505201,-0.055281285
SAMPLE 715,-0.3677372,0.1553918,-0.18215756,-0.7836726,-0.69897413,-0.067705095,-0.21481426,-0.094581015,1.0215735,0.007983787
SAMPLE 716,-0.3905719,0.52488565,0.12156345,0.24923751,-1.0091015,-0.8847795,-0.1961239,-0.030391201,1.3053193,0.5726903
SAMPLE 717,-0.3940749,0.47922915,0.15844306,-0.12136371,-0.9630459,-1.1458899,-0.13213702,-0.008908694,1.4516922,0.5034811
SAMPLE 718,-0.3704913,0.5011866,0.106085576,0.008127306,-1.0668293,-0.97928435,0.073361024,-0.050567925,1.3942708,0.44610003
SAMPLE 719,-0.42859045,0.53209335,0.331925,-0.13046563,-1.1404941,-1.0766335,-0.01931934,0.00097581727,1.5544419,0.5519982
SAMPLE 720,-0.34700868,0.18425097,-0.34033632,-0.65227497,-0.4928929,-0.3092292,-0.06367982,-0.10868433,1.2167395,0.038078398
SAMPLE 721,-0.3856242,0.5504103,0.33314964,-0.23189077,-1.0703629,-1.0145694,-0.10487535,-0.04792238,1.4869261,0.4657004
SAMPLE 722,-0.3286077,0.18549718,-0.3166065,-0.5370476,-0.5208875,-0.333911,-0.06314544,-0.08615763,1.23018,0.003258737
SAMPLE 723,-0.32817274,0.21623425,-0.28583622,-0.70675933,-0.613398,-0.32188863,-0.0010159264,-0.11895024,1.2226725,0.02399557
SAMPLE 724,-0.32182866,0.2795216,-0.22976698,-0.66103303,-0.7746746,-0.22978836,0.17541027,-0.14395726,1.2587674,0.011008198
SAMPLE 725,-0.33018133,0.20000006,-0.281068,-0.6743194,-0.59099257,-0.3386069,-0.04292669,-0.11028243,1.2572298,0.008350098
SAMPLE 726,-0.3406058,0.22026378,-0.2890085,-0.63519984,-0.6088279,-0.35867742,0.10340769,-0.10926011,1.3048786,0.010810441
SAMPLE 727,-0.3164283,0.22620253,-0.29386747,-0.63949656,-0.5648566,-0.3779141,0.024075411,-0.13643982,1.3060133,0.01908722
SAMPLE 728,-0.34586197,0.20641123,-0.2845439,-0.68299836,-0.5648945,-0.34587553,0.074203126,-0.110321335,1.3121263,0.030058367
SAMPLE 729,-0.37816048,0.1766167,-0.29677013,-0.6183052,-0.5865276,-0.3652533,0.0008646625,-0.078502126,1.2889783,0.014430217
SAMPLE 730,-0.34225032,0.17239854,-0.23044789,-0.7051452,-0.67389816,-0.13048857,-0.2877655,-0.13108689,1.0724288,0.031028286
SAMPLE 731,0.21773982,0.8424566,-0.0075479248,-0.025345538,-0.07685998,-0.26270375,0.24458401,-0.54537547,1.2558134,0.6282019
SAMPLE 732,-0.34611976,0.22327124,-0.11283771,-1.0242971,-0.5823459,-0.18463874,0.18652235,-0.08720015,1.2304342,-0.046457317
SAMPLE 733,-0.39216605,0.5149725,0.097480714,-0.11153634,-1.0319631,-0.623724,-0.16417393,-0.056246027,1.3466178,0.3936262
SAMPLE 734,-0.39362633,0.5098302,0.27083468,-0.2610853,-1.0149566,-0.7708178,-0.2283473,-0.028498605,1.5050403,0.44024166
SAMPLE 735,-0.4603871,0.54767627,0.30933025,-0.18338265,-1.0719417,-0.9274458,-0.22321709,0.010780059,1.5457479,0.5346307
SAMPLE 736,-0.369,0.6173604,0.41327628,-0.2827075,-1.1350135,-0.8933945,-0.16583084,-0.013662774,1.5578235,0.4754996
SAMPLE 737,-0.3964759,0.5801445,0.10044232,0.14156413,-1.0328048,-0.8135546,-0.30580425,-0.051882602,1.3114055,0.5250655
SAMPLE 738,-0.40196675,0.5268078,0.17490979,-0.2069309,-1.0064975,-0.8938081,-0.2682961,-0.014257531,1.4685612,0.48916474
SAMPLE 739,-0.30899063,0.3807967,-0.13910387,-0.6889953,-0.6984136,0.43661383,0.739323,-0.16857708,0.9255781,-0.089737706
SAMPLE 740,-0.3004396,0.37802556,-0.13509782,-0.66103894,-0.78780234,0.3988979,0.81986815,-0.18319544,1.0779614,-0.06562132
SAMPLE 741,-0.32193482,0.3799396,-0.1535432,-0.74774,-0.75750893,0.38205045,0.8086858,-0.15419783,1.000886,-0.026207237
SAMPLE 742,-0.29086587,0.36487338,-0.17515406,-0.7425829,-0.7222488,0.36329103,0.7579285,-0.1696267,0.9464456,-0.04301777
SAMPLE 743,-0.3317247,0.36193162,-0.121359855,-0.74854624,-0.79348075,0.33692154,0.71572524,-0.16127849,0.98620784,-0.04731422
SAMPLE 744,-0.31984788,0.18909816,-0.5159774,0.46679646,-0.8317476,-0.6397206,0.13378012,-0.13427147,0.8347105,0.22231351
SAMPLE 745,-0.3056984,0.1011243,-0.5824544,0.08613016,-0.8728199,-0.6635388,0.37252802,-0.11120837,1.0071735,-0.03211418
SAMPLE 746,-0.3684613,0.2024982,-0.19564062,-0.1703447,-0.07254257,-0.14224029,0.455784,-0.08925565,1.4145646,-0.11494631
SAMPLE 747,-0.32264492,0.27419725,-0.2958379,-0.32995766,-0.04777375,-0.12267924,0.44357628,-0.15284139,1.298238,-0.1332564
SAMPLE 748,-0.29560497,0.31162727,0.17611869,-0.29389143,-0.3913245,-0.2400046,0.23867887,-0.13036166,1.6078051,-0.21636301
SAMPLE 749,0.3437677,1.1055132,0.036806587,0.18743329,-0.13625862,-0.1392524,-0.006665972,-0.6273339,1.0015427,0.6272397
SAMPLE 750,0.22401531,0.8707058,0.37866238,-0.38736913,0.46806756,0.068796,0.16561623,-0.5887072,1.0961276,0.6821849
SAMPLE 751,-0.25484955,0.13140553,-0.5039002,0.026005011,-1.1686091,-1.0330893,0.41518328,-0.083210096,1.2206943,-0.08010066
SAMPLE 752,-0.3363862,0.24782427,-0.052943975,-0.08194214,-0.5075598,0.015963549,0.47266048,-0.04930308,1.1120996,-0.22224417
SAMPLE 753,-0.24553607,0.35907385,-0.16199695,-0.3086119,-0.6286807,0.22485197,0.24096434,-0.240553,0.94141793,-0.120045036
SAMPLE 754,-0.4329188,0.54362226,0.20652872,0.0029800641,-1.1564101,-0.8428556,-0.28293535,-0.019502085,1.4091208,0.4660898
SAMPLE 755,-0.43640065,0.5395973,0.21081021,-0.15070453,-1.0168523,-0.8721564,-0.24494773,-0.014058952,1.5260473,0.50714743
SAMPLE 756,-0.39890373,0.5538236,0.34207034,-0.21474265,-1.0710477,-0.86170596,-0.11831554,-0.025544217,1.5334995,0.4460388
SAMPLE 757,-0.3129029,0.27980086,-0.2485594,-0.8269134,-0.95105165,-0.2401043,0.058910694,-0.13581985,1.1252291,0.04371341
SAMPLE 758,-0.30381113,0.23294881,-0.28358483,-0.7817707,-0.7744476,-0.22825015,-0.012203045,-0.13210827,1.1404047,0.011410473
SAMPLE 759,-0.29350764,0.34862542,-0.25599757,-0.8093899,-1.0883216,-0.1803781,0.17900012,-0.15261455,1.0016259,-0.0048444183
SAMPLE 760,-0.30513293,0.36714795,-0.21998264,-0.6873298,-1.067549,-0.1361999,0.2677804,-0.1677262,1.0712843,-0.017361384
SAMPLE 761,-0.29188567,0.37534133,-0.2452327,-0.75572807,-1.1169583,-0.13032715,0.23231982,-0.1787874,1.0095081,-0.00033849373
SAMPLE 762,-0.32488966,0.22809456,-0.289687,-0.76097906,-0.8005581,-0.24307157,0.038800642,-0.12064039,1.1808668,-0.03906032
SAMPLE 763,-0.42008346,0.46619955,0.18570183,-0.20511706,-0.98274887,-0.97408664,-0.21320893,0.007491437,1.5004636,0.5139441
SAMPLE 764,-0.39729428,0.52252275,0.320256,-0.14052023,-1.124192,-0.9268046,-0.013409835,-0.00699715,1.4560924,0.45198113
SAMPLE 765,0.23754299,0.9152155,0.066935614,0.4068251,0.24401116,-0.3412458,0.11071185,-0.5604142,1.1345572,0.6448183
SAMPLE 766,-0.21674868,0.6315743,0.60891867,-0.13090555,-1.1877179,-0.5043617,0.5811438,-0.3359377,1.4087052,0.058950163
SAMPLE 767,0.5098019,0.48715535,0.4310808,0.43955484,-0.73947626,-0.52553946,-0.14009458,-0.63879263,1.2292649,-0.24462621
SAMPLE 768,-0.16448605,-0.02268346,0.027911276,0.2073383,-0.0067665474,0.13962942,-0.5999629,-0.38184875,0.842805,0.3870144
SAMPLE 769,0.18977642,0.93325907,0.053327203,-0.08880597,-0.12055163,-0.335379,0.2722848,-0.5256836,1.3842963,0.79403675
SAMPLE 770,0.21125382,0.9271177,0.040928744,0.19890039,0.10351243,-0.27189627,0.18305679,-0.56275487,1.3222063,0.7504398
SAMPLE 771,-0.30423707,0.20155998,-0.2725479,-0.82310706,-0.51142776,-0.34463215,0.13389623,-0.11054835,1.2477537,-0.08797405
SAMPLE 772,-0.28895712,0.27069542,-0.23521267,-0.85100955,-0.5701772,-0.25339377,0.12877949,-0.16268408,1.1787893,-0.086228184
SAMPLE 773,-0.3164418,0.22096725,-0.19051467,-0.72587705,-0.6680392,-0.31301507,0.016949557,-0.1307211,1.2595509,0.0046093706
SAMPLE 774,-0.28186917,0.240535,-0.33935678,-0.7822493,-0.3882577,-0.27587909,0.011725802,-0.14315447,1.1228658,-0.0040440243
SAMPLE 775,-0.30846795,0.2278275,-0.30201352,-0.9087992,-0.45846304,-0.36898687,0.12012662,-0.114110336,1.2805467,-0.12915175
SAMPLE 776,-0.28341305,0.2697392,-0.3542323,-0.75334203,-0.33600676,-0.2655879,-0.023965996,-0.16042584,1.0468007,-0.014733754
SAMPLE 777,-0.28448275,0.34075364,-0.28884628,-0.8179067,-1.0191047,-0.14067863,0.21577252,-0.16356245,0.9926622,-0.035257395
SAMPLE 778,-0.30516276,0.2613693,-0.28058463,-0.790446,-0.75703776,-0.2069454,0.11893126,-0.13595265,1.1233574,-0.059804026
SAMPLE 779,-0.27499056,0.29611713,-0.31020585,-0.73368317,-0.3321066,-0.32334027,-0.009091648,-0.166603,1.0760176,-0.034064192
SAMPLE 780,-0.2993017,0.2513192,-0.3475495,-0.7715224,-0.31859726,-0.3503668,-0.027632939,-0.12649053,1.0442157,-0.04606795
SAMPLE 781,-0.29317468,0.27115074,-0.30992258,-0.7831559,-0.34243634,-0.27849424,0.021710802,-0.16263391,1.015575,-0.06124271
SAMPLE 782,-0.2730494,0.29765347,-0.37213516,-0.80449843,-0.41032094,-0.3405967,0.02971356,-0.123312734,1.1149708,-0.04971379
SAMPLE 783,-0.29658008,0.23585029,-0.31810617,-0.7834156,-0.3825072,-0.29788685,-0.024559462,-0.14556317,1.1323797,-0.07161035
SAMPLE 784,-0.26974523,0.23484127,-0.34158957,-0.740685,-0.3240068,-0.31162122,-0.02392756,-0.16282636,1.047654,-0.054504953
SAMPLE 785,-0.2845156,0.25857976,-0.20614673,-0.9193999,-0.68150866,-0.2457516,0.17556919,-0.15516026,1.1999458,-0.104161404
SAMPLE 786,-0.34798184,0.19654183,-0.21932778,-0.8070148,-0.64208907,-0.37062457,0.22163822,-0.058248423,1.3081769,-0.09056078
SAMPLE 787,-0.32945263,0.22901465,-0.23250484,-0.93901616,-0.5631039,-0.25800166,0.15261395,-0.06938577,1.2029295,-0.06513329
SAMPLE 788,-0.33954883,0.2558774,-0.34840196,-0.66725326,-0.54841346,-0.29303434,0.19707328,-0.11217511,1.3087718,-0.04458728
SAMPLE 789,-0.29483125,0.3099505,-0.25665066,-0.78443366,-0.9297934,-0.13267112,0.1960771,-0.16737221,1.0325949,-0.064938195
SAMPLE 790,-0.28389654,0.27405706,-0.3032213,-0.8484683,-0.85912013,-0.13488895,0.16986653,-0.14795388,1.015843,-0.07742844
SAMPLE 791,-0.22940113,0.64437616,-0.08141073,0.3346852,-1.3688807,-0.13309786,0.6595025,-0.41772714,0.56811064,0.07906756
SAMPLE 792,-0.23159705,0.6903378,-0.082195155,0.34694648,-1.5742412,-0.20863514,0.78596485,-0.455228,0.678573,0.09551708
SAMPLE 793,-0.26013678,0.4160221,0.6794653,-0.5581838,-0.45312518,0.3936248,0.2839091,-0.31839678,0.80548614,0.15877375
SAMPLE 794,-0.16954546,0.639982,-0.0905091,0.00802483,-1.4552377,-0.2669862,0.65082496,-0.43271625,0.8274582,0.10155156
SAMPLE 795,-0.23426579,0.13259345,-0.51702136,-0.11496356,-0.7950375,-0.6381561,0.30385393,-0.094755456,1.1497207,-0.10393822
SAMPLE 796,-0.27623996,0.114577696,-0.49747407,0.08761141,-0.9185278,-0.66277444,0.24838352,-0.12323857,0.8817722,0.0057061086
SAMPLE 797,-0.27370644,0.13548762,-0.39278832,-0.21600592,-0.993991,-0.8473252,0.353009,-0.08276868,1.3306711,-0.067530654
SAMPLE 798,-0.32178852,0.31978992,-0.21568936,-0.28396425,-0.99314755,-0.15851323,0.30152097,-0.12324113,1.1969513,-0.054919425
SAMPLE 799,-0.2997465,0.27276158,-0.25119677,-0.6590128,-0.8758825,-0.21658278,0.23623203,-0.13073817,1.2375115,-0.05551899
SAMPLE 800,-0.28727853,0.29988918,-0.26542544,-0.6847328,-0.97887355,-0.19753535,0.27301174,-0.14776772,1.1442544,-0.03146211
SAMPLE 801,-0.3277633,0.2414863,-0.23139088,-0.40029028,-0.90571964,-0.26958725,0.2623729,-0.07631005,1.3516074,-0.0832918
SAMPLE 802,-0.29909474,0.20256059,-0.31251404,-0.59145194,-0.7442008,-0.28995535,0.14391737,-0.10330836,1.2544786,-0.08057051
SAMPLE 803,-0.28295997,0.27388155,-0.2619539,-0.6856883,-0.85838765,-0.2922657,0.22630413,-0.1381629,1.2138122,-0.025279807
SAMPLE 804,-0.3381832,0.21643198,-0.30372652,-0.53455836,-0.7888996,-0.12155759,0.14659531,-0.1133467,1.164413,-0.020571016
SAMPLE 805,-0.31488127,0.2587099,-0.24166566,-0.70403355,-0.8793012,-0.14035948,0.045727354,-0.18348531,1.1208361,0.015911402
SAMPLE 806,-0.32286754,0.2831202,-0.23253027,-0.412151,-0.93493545,-0.10724858,0.11747028,-0.17000335,1.1504875,0.018917015
SAMPLE 807,-0.20802663,0.62268555,-0.16247848,0.20126624,-1.3147286,-0.23799509,0.65208143,-0.37955022,0.6019593,0.0986092
SAMPLE 808,0.59970933,0.53049743,0.34975183,0.6896056,-0.5865396,-0.28843716,-0.28239948,-0.71646905,0.8390013,-0.20737463
SAMPLE 809,0.5316853,0.49393687,0.38268673,0.51650566,-0.5758015,-0.30590722,-0.28262353,-0.6472803,0.9656929,-0.25552988
SAMPLE 810,0.5229396,0.4686955,0.3387832,0.7319753,-0.48219597,-0.23494686,-0.27980295,-0.67132103,0.790771,-0.17775322
SAMPLE 811,0.6099591,0.51951015,0.39304215,0.69496036,-0.52225894,-0.30194902,-0.3235683,-0.70093685,0.8222981,-0.24710955
SAMPLE 812,0.48817542,0.5107763,0.356184,0.7928648,-0.6938836,-0.38543972,-0.23493262,-0.65769196,0.98353165,-0.20412782
SAMPLE 813,0.42863995,0.5526482,0.24071507,0.294351,-0.606243,-0.34899077,-0.25339898,-0.6480759,1.0632426,-0.10578795
SAMPLE 814,0.42500103,0.43040064,0.41531143,0.5926467,-0.7005728,-0.24484578,-0.30209506,-0.6272997,0.99572366,-0.17302403
SAMPLE 815,-0.2755734,0.16311578,-0.47458363,-0.13549486,-1.0503546,-0.84410566,0.47393635,-0.11046349,1.1553043,-0.024344567
SAMPLE 816,-0.26995543,0.20999756,-0.5389396,0.17705107,-1.0988082,-1.1104859,0.42324513,-0.08736859,1.1292534,-0.048122484
SAMPLE 817,-0.3026091,0.15300174,-0.50436944,0.02975685,-0.9510037,-0.8317524,0.36359268,-0.063586704,1.0744449,-0.15483695
SAMPLE 818,-0.2464403,0.13602357,-0.54153347,-0.061348416,-0.9379623,-0.92263657,0.38950425,-0.12390128,1.1350386,-0.028518816
SAMPLE 819,-0.28138265,0.07697086,-0.5765427,-0.05328502,-0.82942694,-0.38942102,0.28008124,-0.113881245,0.8817882,-0.10721157
SAMPLE 820,-0.31661928,0.15932088,-0.4766182,0.20294657,-1.0062028,-0.5997225,0.41682038,-0.07843091,1.0609002,-0.10392582
SAMPLE 821,-0.33747846,0.11864594,-0.4967268,0.01959441,-1.0214826,-0.6164054,0.38214386,-0.07523601,1.1294223,-0.06478576
SAMPLE 822,-0.25770438,0.14429504,-0.52067465,-0.26264754,-0.92743,-0.62120706,0.36088073,-0.117981054,1.1146902,-0.12550622
SAMPLE 823,-0.279282,0.09003479,-0.536002,-0.007228939,-0.8125387,-0.48587865,0.25324708,-0.08350062,1.0829257,-0.17303066
SAMPLE 824,-0.27778563,0.15025896,-0.5996314,0.20043334,-0.9977612,-1.0851688,0.35716587,-0.078902036,1.1043832,-0.08618877
SAMPLE 825,-0.23459084,0.1612866,-0.57817256,0.031685077,-0.99048954,-0.7900954,0.4012063,-0.1136125,0.95433235,-0.13489082
SAMPLE 826,-0.3145103,0.12003777,-0.57355046,-0.16219902,-0.92117995,-0.8861508,0.5040636,-0.11675255,1.1909709,-0.08674455
SAMPLE 827,-0.32253885,0.102713756,-0.5856092,0.10415552,-0.8611667,-0.6721854,0.31078386,-0.11307098,1.0783014,-0.1435292
SAMPLE 828,-0.31636995,0.31234658,-0.4026544,-0.7455442,-1.2941043,-0.23956716,0.33706176,-0.09501358,0.8256059,-0.012014363
SAMPLE 829,-0.25843906,0.19629782,-0.51873934,0.006544103,-0.8884163,-0.55481684,0.34025988,-0.18444094,1.015893,-0.053941723
SAMPLE 830,-0.22855681,0.15821445,-0.52629596,-0.039456204,-0.9693159,-0.715395,0.37756985,-0.116793334,1.0691838,-0.08642316
SAMPLE 831,-0.273052,0.21545245,-0.47959435,-0.16479412,-1.0750388,-0.3989653,0.32321307,-0.12487068,0.9699369,-0.15933864
SAMPLE 832,-0.26194206,0.122196175,-0.43516204,-0.08584841,-0.95880973,-0.61796725,0.29579455,-0.13167752,1.1650103,-0.1261276
SAMPLE 833,-0.32660234,0.43719915,-0.09373814,-0.4426957,-0.95395833,0.23494478,0.4672304,-0.21844633,1.1243613,-0.018752709
SAMPLE 834,-0.3452168,0.39940387,-0.18606715,-0.33900025,-0.8010598,0.38114026,0.45805117,-0.2235556,0.95263153,-0.043534182
SAMPLE 835,-0.244897,0.16556826,-0.51237863,-0.023666993,-0.8980654,-0.8549363,0.38917816,-0.12751286,0.9624436,0.052164692
SAMPLE 836,-0.27382922,0.15969269,-0.49442795,-0.0034334576,-0.86369073,-0.6951566,0.3571384,-0.10307979,1.1092833,-0.08509004
SAMPLE 837,-0.2816822,0.13408838,-0.4794169,-0.04275235,-0.83871025,-0.36554784,0.4019019,-0.11863359,1.0311449,0.060249675
SAMPLE 838,-0.28863564,0.07357083,-0.5590071,0.033262998,-0.93751186,-0.5013342,0.28835452,-0.11230602,0.8676123,-0.114540555
SAMPLE 839,0.3458081,0.8883458,-0.054736655,-0.15985768,-0.16941623,-0.062236547,-0.07656748,-0.6826759,0.9563176,0.41249812
SAMPLE 840,-0.24028265,0.1548882,-0.5715085,0.2583924,-0.7059941,-0.68369186,0.2820254,-0.1698126,0.765954,-0.0024748822
SAMPLE 841,-0.29206312,0.2568157,-0.20000656,-0.24482664,-0.5840086,-0.042193968,0.33517233,-0.07904609,0.72057134,-0.19590719
SAMPLE 842,0.47582284,0.47921386,0.4028187,0.7489424,-0.67577946,-0.27719155,-0.28541034,-0.6058269,0.80301857,-0.18141837
SAMPLE 843,-0.26074106,0.17203371,-0.5392978,0.047055565,-0.8268572,-0.73855484,0.16639939,-0.09478957,0.9972148,-0.013873277
SAMPLE 844,-0.29695937,0.14074501,-0.47964558,-0.10346985,-1.0116947,-0.71396226,0.45364523,-0.088052735,1.2514726,-0.12465499
SAMPLE 845,0.30635977,0.9227988,-0.12816906,-0.14443688,-0.04722769,-0.102620766,0.035014886,-0.60078216,1.0258061,0.5599185
SAMPLE 846,0.53924185,0.41797546,0.4458051,0.7700283,-0.6348152,-0.32096127,-0.26183903,-0.66211706,0.8855122,-0.19766426
SAMPLE 847,0.070095554,0.68039,-0.22986634,-0.59960973,-0.10471374,-0.23113927,0.029510902,-0.44627258,1.0034584,0.5538362
SAMPLE 848,-0.34441718,0.45141476,-0.05300651,-0.3112755,-0.98306596,0.26071867,0.47156462,-0.18818675,1.2699182,0.036328074
SAMPLE 849,-0.3133288,0.34553108,-0.00056854123,0.055301428,-0.46618015,-0.19044359,0.46604306,-0.16760758,1.3422687,-0.1586462
SAMPLE 850,-0.3231943,0.29980606,-0.24508029,-0.7442532,-0.93335825,-0.23288442,0.11147337,-0.13434593,1.1345187,0.018155241
SAMPLE 851,-0.31278262,0.55445534,0.32918066,-0.50297976,-0.50357145,0.15441361,0.69264615,-0.18918417,1.340248,0.11325987
SAMPLE 852,-0.19059268,0.7021393,-0.081194334,0.33846864,-1.5994693,-0.2784476,0.8344084,-0.52022976,0.71495014,0.1389505
SAMPLE 853,-0.15061991,0.72253406,-0.14070217,0.2424883,-1.4774976,-0.21501471,0.81629086,-0.53080064,0.64507633,0.10390017
SAMPLE 854,-0.1793787,0.7104773,-0.0653571,0.03645345,-1.5914711,-0.31264248,0.70551324,-0.44844016,0.85386187,0.09562882
SAMPLE 855,-0.31597447,0.25904515,-0.2587591,-0.7335822,-0.870645,-0.22711292,0.014486765,-0.12941532,1.1197495,0.015034698
SAMPLE 856,-0.3406881,0.24286968,-0.25683412,-0.71733177,-0.8504129,-0.24500233,0.010129967,-0.14589943,1.1510612,0.031079628
SAMPLE 857,-0.2633036,0.4330547,0.49245286,-0.7025605,-0.43339607,0.49644294,0.24661827,-0.29793656,0.97905815,0.23999518
SAMPLE 858,-0.35004252,0.36371136,0.7105369,-0.61985654,-0.46590847,0.5779247,0.32628268,-0.25443488,0.96934754,0.3459232
SAMPLE 859,-0.5276586,0.5157933,0.19707048,-0.70413774,-0.70246905,0.6583371,0.64044416,-0.18909706,0.84511757,-0.017121876
SAMPLE 860,-0.46771646,0.48590437,0.16171952,-0.6751949,-0.66745526,0.5760268,0.580391,-0.2031824,0.8281348,-0.05388853
SAMPLE 861,-0.45515683,0.45762014,0.098411284,-0.5995384,-0.8606859,0.40600705,0.5575543,-0.15774554,0.76776165,-0.04206182
SAMPLE 862,-0.45352948,0.45133522,0.17073752,-0.5649969,-0.78132224,0.508269,0.52920926,-0.17664446,0.719913,-0.06318306
SAMPLE 863,-0.48050863,0.47639704,0.21504846,-0.711864,-0.69620675,0.5444614,0.6514082,-0.18644024,0.84045213,-0.016334303
SAMPLE 864,-0.32591885,0.33785737,-0.23372865,-0.7449732,-1.0582877,-0.17041865,0.17722477,-0.14949903,1.0356196,0.02351607
SAMPLE 865,0.5083146,0.49622586,0.38288075,0.4253695,-0.5922636,-0.30616027,-0.28276253,-0.6943123,1.1449478,-0.24624112
